,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2
2022-08-25,1.84%,2.47761,1.54%,3.12989,1.24,-0.34302,0.5,-0.61117,+0.11%,-0.21065,0.18%,-0.28545,0.17,-0.29647,0.05,-0.33929,0.26,0.15492,0.41%,0.4035,0.3,0.03622,0.07%,0.80221,+0.29%,0.06718,1.71,2.81085,3.06,2.62364,0.4,0.90744,-5.35%,-4.11765,1.23,5.16458,0.52%,0.141,1.20%,4.86298,0.12%,-1.27396,0.37%,0.69463,0.33%,0.51337,0.35%,-0.28094,0.24%,-0.21521,0.04%,-0.21371,0.38%,-0.33403,0.24%,1.2237,-0.13%,-0.69321,0.45%,0.21387,0.61%,0.98103,0.73%,-0.01061,0.15%,0.033,0.39%,0.73385,-0.02%,-0.77055,1.37%,1.40712,0.16%,-0.08212
2022-08-26,4.72%,6.64491,7.31%,8.96764,1.79,3.05711,1.22,1.72132,-0.47%,-0.36216,0.98%,1.16134,0.96,1.13066,-0.19,-0.1381,1.75,2.01217,1.67%,2.08354,1.41,1.70682,3.66%,3.72725,+1.41%,1.70488,-2.51,-0.85051,-0.84,2.1805,0.72,1.11954,-4.56%,-9.66404,-2.5,-1.30147,1.52%,2.04523,0.76%,1.96986,1.10%,1.22081,1.29%,1.66911,1.52%,1.85565,0.59%,0.94672,0.46%,0.69563,1.68%,1.71674,2.06%,2.44953,2.26%,2.51275,1.47%,1.33431,1.22%,1.67465,1.30%,1.92466,1.68%,2.41885,2.12%,2.27401,1.60%,1.99771,1.21%,1.19465,0.14%,1.51304,1.72%,1.88437
2022-08-29,0.53%,5.27236,0.31%,7.64795,-0.61,1.17382,0.15,1.37204,+0.56%,0.09026,-3.03%,-2.08021,-3.04,-2.10874,0.31,0.11042,-4.07,-2.39177,-3.94%,-2.33133,-3.37,-2.00953,-5.81%,-2.36342,-3.37%,-2.00711,-0.06,-2.54101,0.24,-0.6171,1.36,2.08633,17.36%,12.00701,0.58,-1.92855,-3.03%,-1.56293,-1.07%,-0.31677,-2.80%,-1.72584,-3.88%,-2.63678,-3.51%,-2.0369,-1.54%,-0.95893,-2.48%,-2.0388,-4.28%,-2.67539,-3.86%,-1.87998,-3.14%,-0.94452,-2.36%,-0.93441,-2.60%,-1.41962,-3.39%,-2.13421,-2.24%,-0.59576,-4.55%,-2.52689,-3.73%,-2.18672,-2.77%,-1.59064,-3.35%,-3.21093,-3.35%,-1.6895
2022-08-30,2.60%,2.59597,4.20%,4.20073,-2.81,-3.40364,-2.18,-2.03329,+0.28%,0.84687,-0.57%,-3.58284,-0.58,-3.60052,0.03,0.33189,-1.01,-5.04143,-1.02%,-4.918,-0.7,-4.0407,-1.93%,-7.62587,-0.67%,-4.01298,2.77,2.73837,1.45,1.68939,1.69,3.07143,2.54%,20.33975,4.24,4.853,-0.76%,-3.77094,1.54%,0.45741,-0.71%,-3.48235,-0.54%,-4.39961,-0.44%,-3.93235,0.25%,-1.30271,-0.14%,-2.62188,-1.28%,-5.50177,-0.78%,-4.61775,-0.69%,-3.80107,-1.51%,-3.8409,-0.76%,-3.34394,-0.55%,-3.93029,-0.94%,-3.15339,-1.38%,-5.86753,-1.04%,-4.72538,-0.43%,-3.18277,-0.65%,-3.97366,-0.85%,-4.17489
2022-08-31,-0.54%,2.04363,-0.70%,3.46772,2.2,-0.67668,0.99,-1.21321,+0.31%,0.59323,-0.96%,-1.52565,-0.94,-1.51257,-0.06,-0.02757,-1.07,-2.07401,-1.12%,-2.1296,-1.09,-1.77362,-1.31%,-3.20929,-1.10%,-1.7621,-0.06,2.70627,0.77,2.24719,2.01,3.73502,0.00%,2.54303,-5.54,-1.5259,-0.42%,-1.1801,-3.36%,-1.87169,-0.66%,-1.36034,-1.11%,-1.64579,-1.48%,-1.90918,-1.46%,-1.21874,-0.99%,-1.13192,-1.08%,-2.34156,-0.79%,-1.56909,-1.71%,-2.38382,0.01%,-1.50369,-0.69%,-1.44231,-1.36%,-1.90855,-0.71%,-1.64321,-1.07%,-2.43868,-1.47%,-2.48566,-0.83%,-1.24726,-0.95%,-1.59194,-0.14%,-0.99396
2022-09-01,1.41%,0.86137,0.71%,0.0,1.26,3.48126,0.86,1.86082,-0.64%,-0.32922,-0.88%,-1.83358,-0.76,-1.69291,-0.07,-0.11945,-0.59,-1.66096,-0.56%,-1.67645,-0.78,-1.85426,-1.15%,-2.44526,-0.78%,-1.87589,2.72,2.63327,1.07,1.86535,-0.44,1.55925,-1.30%,-1.29721,-2.28,-7.68993,-0.88%,-1.29903,-0.94%,-4.27163,-0.63%,-1.28633,-1.05%,-2.1516,-0.87%,-2.32906,-0.68%,-2.13215,-0.58%,-1.56412,-0.96%,-2.03087,0.01%,-0.78536,-1.21%,-2.90087,-0.76%,-0.75398,-0.02%,-0.71187,-0.56%,-1.91166,-0.23%,-0.94271,-0.74%,-1.80418,-0.83%,-2.28224,-0.27%,-1.09666,0.21%,-0.74537,-0.73%,-0.87136
2022-09-02,1.39%,2.81461,2.41%,3.13351,-2.32,-1.09157,-2.28,-1.44109,+1.09%,0.44822,0.46%,-0.42292,0.42,-0.35248,0.91,0.84582,0.06,-0.53808,-0.26%,-0.82478,0.31,-0.47022,-1.92%,-3.05246,+0.30%,-0.48443,1.96,4.72365,0.65,1.73511,0.78,0.33967,-1.20%,-2.47997,-3.28,-5.48887,0.36%,-0.51929,-2.30%,-3.21891,1.65%,1.01002,0.87%,-0.19692,0.14%,-0.7302,1.42%,0.72653,0.71%,0.12837,-0.48%,-1.43485,1.05%,1.05732,-1.38%,-2.57978,-0.52%,-1.28278,-0.07%,-0.09094,0.17%,-0.39108,0.02%,-0.20667,-0.66%,-1.38903,0.21%,-0.61666,0.77%,0.4949,1.88%,2.09569,-0.18%,-0.91012
2022-09-05,-1.42%,-0.05338,-3.04%,-0.70346,-0.31,-2.62193,-0.26,-2.53393,+0.39%,1.48823,-1.07%,-0.60929,-1.11,-0.6977,-0.14,0.76357,-1.53,-1.47331,-1.31%,-1.56852,-1.11,-0.8088,-1.02%,-2.91814,-1.07%,-0.77724,-1.96,-0.03129,-3.48,-2.86123,-1.52,-0.7506,-0.35%,-1.5462,0.3,-2.99274,-0.83%,-0.46913,1.81%,-0.53286,-1.44%,0.19156,-0.84%,0.01965,-0.99%,-0.85401,-1.07%,0.32985,-1.39%,-0.6904,-1.29%,-1.7613,-1.86%,-0.82412,-0.09%,-1.47264,-0.71%,-1.22705,-1.20%,-1.26898,-1.09%,-0.92175,-0.72%,-0.69975,-1.41%,-2.05496,-1.11%,-0.8973,-1.97%,-1.21737,-1.60%,0.2517,-0.61%,-0.7845
2022-09-06,-1.58%,-1.58177,-1.77%,-1.77112,-1.84,-2.14253,-0.24,-0.49387,+0.61%,1.00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-07,1.06%,-0.53619,1.66%,-0.13624,1.04,-0.81692,0.26,0.02532,+0.56%,1.1696,-0.55%,-1.61458,-0.88,-0.70411,0.35,0.62083,-1.05,-0.86605,-0.74%,-2.03833,-0.72,-0.57208,-1.07%,-2.07468,-0.41%,-1.47876,3.96,4.88263,2.11,3.29897,0.44,0.89378,5.65%,5.28169,-2.34,-1.55241,-0.29%,-1.11493,-1.08%,0.7077,0.02%,-1.41548,-0.33%,-1.16675,0.16%,-0.83372,0.23%,-0.84982,-0.63%,-2.01732,-0.68%,-1.96053,-1.26%,-3.09583,-0.33%,-0.41779,-1.57%,-2.2626,0.32%,-0.8865,-0.29%,-1.37446,0.15%,-0.57296,-0.97%,-2.36133,0.12%,-0.98609,-1.27%,-3.21381,-1.69%,-3.26735,-0.90%,-1.49607
2022-09-08,0.70%,1.77063,0.16%,1.83079,-1.45,-0.42,-1.39,-1.13243,0.00%,0.56375,1.40%,0.83925,1.32,0.42297,-0.34,0.0091,2.03,0.95703,2.14%,1.38459,1.78,1.04087,1.56%,0.4709,+1.83%,1.41708,-2.5,1.36519,-1.94,0.11645,3.82,4.27789,-8.44%,-3.25874,-5.69,-7.89119,2.02%,1.72948,-1.15%,-2.22499,1.67%,1.68921,3.08%,2.73478,1.63%,1.78841,3.14%,3.37248,1.77%,1.12505,1.59%,0.90268,2.05%,0.75989,2.73%,2.39316,1.94%,0.34587,1.92%,2.249,2.64%,2.33847,2.16%,2.3145,1.76%,0.7764,1.18%,1.30833,1.40%,0.11513,2.94%,1.19234,2.18%,1.26703
2022-09-13,-3.05%,-2.37197,-4.00%,-3.8472,1.25,-0.21169,0.33,-1.06804,+0.54%,0.54318,0.71%,1.90977,0.69,1.95177,-0.62,-1.25786,1.18,3.40049,1.27%,3.40816,1.07,2.62764,0.34%,2.74286,+1.06%,2.60173,1.28,1.05327,0.36,1.82232,0.99,1.3866,4.74%,1.10123,1.14,5.07541,0.87%,1.72413,1.81%,4.23948,0.64%,1.47935,1.35%,3.27685,0.61%,1.90473,0.96%,1.38151,0.41%,1.37859,1.63%,3.64078,0.45%,2.98637,0.88%,2.3892,0.74%,1.93385,0.63%,1.93623,1.42%,3.59372,0.81%,1.74439,1.48%,3.91691,1.02%,2.97884,0.61%,2.20759,0.20%,1.13516,0.83%,1.68314
2022-09-14,0.69%,0.69061,0.79%,0.79455,2.44,3.72304,2.74,3.07516,+1.46%,1.08061,-3.94%,-3.25563,-3.96,-3.29872,1.37,0.75229,-5.53,-4.41533,-5.16%,-3.9525,-4.37,-3.34378,-6.18%,-5.86016,-4.32%,-3.31099,1.61,2.92609,4.75,5.13612,6.25,7.30023,14.24%,19.65774,-0.54,0.59915,-3.77%,-2.93079,-2.45%,-0.68116,-3.27%,-2.64961,-5.22%,-3.9404,-3.79%,-3.20423,-2.69%,-1.75676,-3.31%,-2.90794,-5.35%,-3.79921,-5.64%,-5.2142,-3.54%,-2.68917,-3.01%,-2.28654,-3.53%,-2.91791,-4.60%,-3.24565,-2.53%,-1.7397,-5.96%,-4.57331,-3.72%,-2.74039,-5.13%,-4.55261,-4.14%,-3.95615,-3.93%,-3.13832
2022-09-15,0.36%,1.04972,2.36%,3.17821,-1.74,0.65826,-1.56,1.13829,-0.26%,1.19159,0.10%,-3.84867,0.15,-3.81955,-0.14,1.22773,0.88,-4.69949,0.74%,-4.45714,0.41,-3.97129,1.14%,-5.11078,+0.34%,-3.9996,-0.22,1.36986,1.14,5.92841,-1.56,4.59134,-4.07%,9.59363,1.34,0.79745,-0.25%,-4.00474,2.85%,0.3273,0.01%,-3.26658,1.30%,-3.98752,-0.18%,-3.96355,0.81%,-1.90471,-0.11%,-3.40934,0.44%,-4.93191,0.37%,-5.28627,-1.23%,-4.72361,0.13%,-2.87723,-0.36%,-3.87821,1.27%,-3.38706,0.34%,-2.19377,0.51%,-5.48384,0.07%,-3.65871,1.22%,-3.9684,0.82%,-3.35871,-0.50%,-4.40806
2022-09-16,3.64%,4.00549,2.09%,4.5045,-0.2,-1.93401,-0.4,-1.94771,+0.53%,0.26744,-0.56%,-0.46022,-0.56,-0.41475,0.07,-0.07285,-1.71,-0.84535,-1.43%,-0.69807,-1.15,-0.74404,-1.62%,-0.49682,-1.13%,-0.79691,1.31,1.08441,1.96,3.09664,-0.81,-2.35979,0.42%,-3.66703,-3.82,-2.53121,0.31%,0.06516,-2.54%,0.23847,0.55%,0.55247,-0.67%,0.62139,-1.07%,-1.24925,-2.53%,-1.73872,-0.89%,-0.99075,-2.37%,-1.94473,-1.06%,-0.68973,-1.34%,-2.5472,1.17%,1.30849,-0.85%,-1.21196,-0.88%,0.37353,0.12%,0.46305,-2.23%,-1.7315,-1.43%,-1.36782,-1.25%,-0.04326,0.26%,1.08372,1.37%,0.87087
2022-09-19,-0.50%,3.11646,1.00%,3.10781,-1.45,-1.64638,-0.79,-1.18768,-0.98%,-0.44859,-0.45%,-1.00424,-1.06,-1.61739,0.02,0.09119,-1.01,-2.69659,-0.90%,-2.31473,-0.79,-1.93186,0.53%,-1.09473,-0.72%,-1.84186,0.19,1.49824,0.23,2.19113,-0.6,-1.401,0.11%,0.53517,0.01,-3.80877,-0.97%,-0.65689,-2.17%,-4.64867,-0.27%,0.27351,-0.84%,-1.49776,-2.06%,-3.10244,-0.37%,-2.88156,0.25%,-0.63346,-0.48%,-2.83768,-0.59%,-1.64255,-1.56%,-2.88071,-0.93%,0.22801,-0.86%,-1.70048,-1.17%,-2.04441,-1.09%,-0.97061,-0.65%,-2.86578,-2.61%,-4.0068,0.04%,-1.21006,-0.98%,-0.71719,-1.52%,-0.1694
2022-09-20,0.77%,0.76923,0.29%,0.2931,-2.35,-3.77153,-1.14,-1.92228,+0.38%,-0.59568,0.64%,0.18687,1.54,0.46168,-0.02,0.0,1.77,0.74782,0.76%,-0.15011,1.19,0.39083,0.58%,1.11392,+0.69%,-0.03742,1.13,1.30473,1.94,2.17504,-1.23,-1.82046,-2.05%,-1.94138,0.73,0.74031,1.12%,0.13748,0.08%,-2.09034,-0.54%,-0.81136,1.34%,0.49485,1.33%,-0.75174,1.32%,0.94566,0.66%,0.91129,0.82%,0.33859,0.44%,-0.1581,1.63%,0.03879,1.62%,0.67539,0.42%,-0.44144,1.00%,-0.17916,1.35%,0.24784,0.94%,0.2814,1.57%,-1.07555,-0.02%,0.02435,-0.99%,-1.95699,1.13%,-0.40847
2022-09-21,0.55%,1.32626,1.09%,1.38556,1.12,-1.25838,0.52,-0.62658,+0.17%,0.55822,-1.01%,-0.37696,-1.02,0.5084,0.44,0.40999,-0.85,0.91133,-0.95%,-0.20396,-1.14,0.03901,-1.49%,-0.9223,-1.13%,-0.44923,2.13,3.29957,0.62,2.58331,7.03,5.71519,5.43%,3.26996,-1.49,-0.77547,-1.45%,-0.35436,-0.64%,-0.56686,-1.16%,-1.69396,-1.69%,-0.3672,-1.24%,0.08114,-1.44%,-0.14357,-0.53%,0.1175,-0.51%,0.30911,-1.61%,-1.17581,-1.90%,-0.2999,-0.22%,1.40322,-1.87%,-1.45508,-1.38%,-0.38489,-1.08%,0.26126,-0.56%,0.37276,-1.58%,-0.02538,-1.67%,-1.68726,-0.73%,-1.71179,-1.49%,-0.37708
2022-09-22,2.17%,2.73756,1.45%,2.55048,-0.72,0.39632,-0.87,-0.35871,+0.37%,0.54889,-1.70%,-2.69474,-1.69,-2.68342,0.39,0.82012,-1.78,-2.61144,-1.79%,-2.72933,-1.72,-2.83362,-0.97%,-2.44304,-1.71%,-2.81957,-0.98,1.14482,2.23,2.86366,-1.67,5.24297,3.06%,8.65683,-1.79,-3.2544,-2.11%,-3.53162,-1.46%,-2.09809,-1.69%,-2.82464,-2.37%,-4.01992,-1.34%,-2.55582,-1.38%,-2.79731,-0.34%,-0.87489,-1.60%,-2.10039,-2.29%,-3.86269,-2.20%,-4.05161,-1.02%,-1.23131,-1.20%,-3.04465,-2.02%,-3.37161,-1.55%,-2.61497,-1.59%,-2.14459,-1.44%,-2.9944,-2.39%,-4.02153,-2.42%,-3.12661,-2.13%,-3.58874
2022-09-23,2.15%,4.37173,5.13%,6.64915,-0.46,-1.17577,-0.63,-1.50094,+0.47%,0.84237,-0.35%,-2.05024,-0.44,-2.11681,0.64,1.03439,-1.23,-2.9923,-1.37%,-3.13557,-0.9,-2.60151,-2.81%,-3.75074,-0.84%,-2.53998,4.98,3.95069,1.45,3.70184,-1.82,-3.46476,-2.29%,0.69956,0.66,-1.13677,-1.66%,-3.73772,-0.40%,-1.85701,0.51%,-1.17991,-2.16%,-4.48346,-1.49%,-2.80576,-0.38%,-1.75457,-0.19%,-0.53558,-0.98%,-2.57109,0.06%,-2.23589,-1.24%,-3.41201,-2.15%,-3.14594,-1.33%,-2.51849,-2.17%,-4.14804,-1.61%,-3.13748,-0.79%,-2.37274,-1.99%,-3.40241,-1.65%,-3.99901,-0.52%,-2.92298,-2.48%,-4.55147
2022-09-26,3.01%,5.22675,2.91%,8.18653,-2.93,-3.38195,-1.81,-2.43736,+1.22%,1.69062,-1.62%,-1.96585,-1.59,-2.0243,1.65,2.30477,-1.63,-2.84586,-1.80%,-3.13953,-1.67,-2.55501,-1.45%,-4.21717,-1.72%,-2.5515,-0.63,4.32937,2.07,3.54767,-1.14,-2.94654,9.40%,6.89532,-5.69,-5.0639,-1.56%,-3.20026,-6.75%,-7.12073,-0.54%,-0.02445,-2.29%,-4.40697,-1.87%,-3.3301,-1.18%,-1.55499,-1.73%,-1.92495,-1.35%,-2.32273,-1.77%,-1.71187,-2.05%,-3.26636,-1.43%,-3.54961,-1.44%,-2.75893,-2.58%,-4.69422,-1.81%,-3.38903,-1.41%,-2.19027,-2.09%,-4.04241,-1.97%,-3.58421,-1.40%,-1.91541,-1.96%,-4.38944
2022-09-27,4.24%,4.24037,6.36%,6.35714,-5.07,-7.85723,-3.02,-4.77509,+0.62%,1.8487,-1.11%,-2.71263,-1.1,-2.67339,0.8,2.46969,-0.53,-2.15512,-0.60%,-2.38451,-1.05,-2.70414,-1.47%,-2.89578,-1.03%,-2.7395,6.56,5.87601,3.37,5.51238,2.41,1.23762,7.82%,17.95246,-2.58,-8.12073,-1.69%,-3.22206,-2.57%,-9.14965,-1.01%,-1.5394,-0.18%,-2.46977,-1.13%,-2.98248,-2.43%,-3.57453,0.01%,-1.72795,-0.67%,-2.01044,-1.31%,-3.0572,-1.64%,-3.6553,-0.83%,-2.24439,-1.41%,-2.83234,-0.19%,-2.76272,-1.11%,-2.89987,-0.58%,-1.98023,-0.92%,-2.99262,-1.51%,-3.4465,-1.66%,-3.0361,-1.83%,-3.75731
2022-09-28,-2.23%,1.91422,-3.29%,2.85714,0.83,-4.28458,0.13,-2.88821,-0.27%,0.35037,-0.43%,-1.53908,-0.48,-1.57066,0.0,0.81279,0.15,-0.37796,0.25%,-0.35361,-0.25,-1.29415,1.04%,-0.45082,-0.21%,-1.2439,0.53,7.10605,-1.33,1.99857,1.71,4.16275,1.05%,8.95721,2.33,-0.3048,-0.30%,-1.97899,1.16%,-1.44118,-0.21%,-1.22069,0.29%,0.11134,-0.31%,-1.43951,-1.70%,-4.08874,-1.76%,-1.75155,0.22%,-0.44961,-0.72%,-2.01699,0.23%,-1.41796,-1.28%,-2.09486,-0.54%,-1.9407,0.26%,0.07617,0.50%,-0.61696,0.26%,-0.31616,0.57%,-0.35473,-0.32%,-1.81781,1.51%,-0.17253,-0.94%,-2.75053
2022-09-29,0.59%,-1.6504,-1.25%,-4.49966,-3.47,-2.67198,-2.45,-2.32559,-0.13%,-0.39925,1.88%,1.44538,1.87,1.38704,-1.32,-1.31464,1.96,2.11643,2.05%,2.30234,1.94,1.68937,1.22%,2.2663,+1.97%,1.75101,-5.37,-4.86253,-3.74,-5.01726,1.38,3.11736,-7.42%,-6.44761,4.65,7.09164,1.91%,1.60367,4.40%,5.61819,2.20%,1.9771,2.81%,3.10569,2.24%,1.92258,1.10%,-0.62393,1.19%,-0.59071,0.92%,1.14224,3.18%,2.43799,2.63%,2.85964,1.66%,0.36096,2.00%,1.45391,2.74%,3.01241,2.14%,2.6519,1.25%,1.52142,2.25%,2.83196,2.69%,2.36782,4.30%,5.87841,2.08%,1.12278
2022-09-30,-0.09%,0.49929,1.38%,0.11574,0.18,-3.30034,0.08,-2.3801,+0.39%,0.25731,-1.54%,0.31103,-1.56,0.28079,-0.31,-1.63001,-2.83,-0.93085,-2.84%,-0.84944,-2.08,-0.18438,-3.29%,-2.11339,-2.11%,-0.18699,1.19,-4.22892,1.59,-2.216,-1.78,-0.42067,5.50%,-2.33128,-1.12,3.47771,-1.24%,0.64733,-0.13%,4.26523,-0.92%,1.257,-3.38%,-0.66643,-1.83%,0.36761,-4.07%,-3.0193,-1.64%,-0.47203,-2.74%,-1.84683,-2.46%,0.63527,-1.53%,1.05463,-1.50%,0.13833,-2.14%,-0.18347,-3.23%,-0.57636,-0.66%,1.46547,-3.05%,-1.83348,-1.59%,0.62495,-1.88%,0.76797,-1.77%,2.45406,-1.57%,0.47832
2022-10-04,-2.79%,-2.88348,-2.66%,-1.31271,-0.36,-0.18104,-0.71,-0.63615,+0.70%,1.08671,2.66%,0.9077,2.56,0.86392,-0.33,-0.44543,2.27,0.5121,2.27%,0.72568,2.46,0.98515,3.76%,1.95794,+2.59%,1.04272,-4.86,-3.6753,-3.73,-1.88454,-0.97,-1.90103,-4.81%,-5.46482,5.21,2.95457,2.84%,1.70987,5.77%,4.81529,2.13%,0.70139,0.24%,-1.59282,3.05%,1.70876,2.99%,0.96406,1.74%,-0.08187,3.15%,1.14186,2.98%,1.26252,3.40%,3.04005,2.41%,1.7507,1.93%,1.87439,0.75%,-0.55337,2.90%,2.20312,3.20%,1.17107,3.04%,1.23245,3.93%,2.24796,1.44%,1.21181,3.01%,2.15254
2022-10-05,-1.84%,-1.83733,-2.51%,-2.51196,3.59,3.21744,2.5,1.77113,-1.25%,-1.69657,2.80%,5.53797,2.8,5.43037,-1.5,-1.8284,3.15,5.48457,3.34%,5.6809,3.06,5.60183,4.46%,8.38471,+3.06%,5.72593,-0.21,-5.0666,-0.41,-4.11889,4.43,3.41151,-3.42%,-8.06452,3.46,8.84388,3.79%,6.73486,4.34%,10.3663,2.33%,4.51338,3.56%,3.80732,3.49%,6.65145,2.15%,5.2057,1.53%,3.29845,3.30%,6.55287,2.72%,5.77742,3.54%,7.06221,3.84%,6.34148,3.09%,5.07393,3.53%,4.3059,3.68%,6.68317,3.30%,6.60032,3.74%,6.89544,2.14%,6.15523,2.98%,4.46093,4.32%,7.45069
2022-10-06,1.52%,-0.34297,0.34%,-2.17703,-1.64,1.88657,0.26,2.77106,+0.01%,-1.24315,-0.14%,2.65498,-0.18,2.61358,0.92,-0.6085,-0.15,2.99493,-0.25%,3.08088,-0.24,2.81146,0.94%,5.4439,-0.20%,2.8504,3.3,3.07439,1.21,0.80233,-0.09,4.33713,-1.79%,-5.14951,1.43,4.93842,-0.86%,2.89377,2.06%,6.49157,0.33%,2.66738,-0.54%,2.99278,-0.58%,2.89335,-2.25%,-0.146,-0.60%,0.92249,0.36%,3.6722,-0.62%,2.08595,-1.09%,2.41002,-0.96%,2.84774,-0.79%,2.27187,-0.89%,2.61285,-0.51%,3.14739,0.22%,3.52936,-0.53%,3.18854,-0.50%,1.6265,0.01%,2.98383,-1.19%,3.0696
2022-10-07,0.84%,2.37085,0.07%,0.41718,3.02,1.32321,1.02,1.28905,-0.52%,-0.51006,-1.15%,-1.28439,-1.08,-1.26132,1.07,1.98964,-0.71,-0.85046,-0.68%,-0.92248,-0.98,-1.22264,-0.59%,0.34918,-1.02%,-1.22424,1.94,5.30949,2.65,3.88089,-0.32,-0.41237,6.90%,4.98796,0.79,2.2307,-1.45%,-2.30514,1.82%,3.91577,-1.30%,-0.97421,-0.71%,-1.25061,-1.09%,-1.6622,-3.30%,-5.47409,-1.46%,-2.0564,-0.85%,-0.49681,-0.65%,-1.26626,-1.02%,-2.10053,-0.78%,-1.73322,-1.01%,-1.79276,-0.81%,-1.68594,-0.59%,-1.10033,-0.55%,-0.33127,-0.68%,-1.20769,-1.28%,-1.77909,-0.54%,-0.52875,-1.89%,-3.05914
2022-10-11,2.78%,3.63815,2.08%,2.15212,-1.07,1.91876,-0.22,0.79541,+1.18%,0.65766,-0.32%,-2.41942,-0.32,-2.40811,0.31,0.78389,-1.05,-4.82812,-1.04%,-4.79721,-0.77,-3.50037,-3.45%,-9.30709,-0.75%,-3.52862,1.73,3.31766,0.05,1.36278,1.44,1.36054,3.48%,6.32372,-1.63,3.02996,-0.48%,-2.80635,-2.06%,-2.76778,-0.65%,-2.75418,-0.61%,-4.13049,0.33%,-1.60184,0.17%,-1.92331,0.29%,-1.26572,-1.56%,-5.63096,-0.46%,-3.29196,0.24%,-2.30395,0.21%,-2.01236,-0.68%,-3.1742,-0.48%,-4.06131,1.12%,-1.59357,-1.60%,-5.91976,0.11%,-2.9965,-0.32%,-2.84225,-0.67%,-3.28058,-0.79%,-3.03546
2022-10-12,2.23%,2.23278,2.82%,2.81959,-4.15,-5.17131,-1.83,-2.04615,+0.27%,0.45476,0.12%,-0.19661,0.02,-0.29639,0.07,0.38124,-1.27,-2.3105,-1.10%,-2.12356,-0.72,-1.47814,-2.50%,-5.86655,-0.65%,-1.39628,-0.25,1.46605,0.0,0.04638,0.45,1.89461,3.64%,7.23852,-1.95,-3.55138,-1.30%,-1.7716,-0.75%,-2.79748,0.58%,-0.06714,-0.81%,-1.41836,0.01%,0.33858,-0.27%,-0.10192,0.93%,1.22363,-1.52%,-3.0531,-1.64%,-2.09259,-0.74%,-0.49203,-0.23%,-0.02574,-0.35%,-1.02419,-1.05%,-1.52255,-0.28%,0.83409,-1.57%,-3.15135,-0.12%,-0.01208,-1.17%,-1.48901,0.70%,0.0244,-2.07%,-2.83928
2022-10-13,-4.34%,-2.20903,-4.44%,-1.74432,0.32,-3.83971,0.47,-1.36015,-0.48%,-0.21855,-0.10%,0.02729,-0.02,0.00342,0.09,0.15909,-0.04,-1.31094,-0.09%,-1.18572,-0.3,-1.01372,-0.90%,-3.37268,-0.33%,-0.97885,-1.08,-1.34008,-0.44,-0.44043,5.23,5.69011,-0.18%,3.45146,-2.33,-4.23571,-0.27%,-1.56693,0.75%,-0.00974,-0.53%,0.05139,0.23%,-0.58116,-0.81%,-0.80082,-3.42%,-3.67846,0.48%,1.41143,-0.34%,-1.85395,0.00%,-1.63785,-0.80%,-1.53414,-0.19%,-0.42493,-0.50%,-0.84187,0.23%,-0.82124,-0.67%,-0.95244,-0.25%,-1.82123,0.72%,0.60402,-1.26%,-2.41561,0.49%,1.19004,-0.14%,-2.20064
2022-10-14,3.13%,-1.34758,2.07%,-2.4634,-2.99,-2.67513,-1.8,-1.33207,+0.44%,-0.051,2.83%,2.73445,2.84,2.81897,-0.84,-0.75958,2.24,2.20148,2.23%,2.13846,2.6,2.29214,2.94%,2.01714,+2.60%,2.25895,1.21,0.12674,3.96,3.52341,2.04,7.37943,-4.86%,-5.02528,2.11,-0.26861,4.14%,3.85485,4.08%,4.85659,2.26%,1.71477,0.98%,1.21391,2.20%,1.36634,2.55%,-0.95535,1.61%,2.09266,3.12%,2.76426,2.22%,2.22429,2.91%,2.08367,4.26%,4.06234,1.48%,0.97632,1.29%,1.51628,3.48%,2.78651,2.78%,2.52147,1.62%,2.3501,2.93%,1.63747,1.95%,2.44782,5.19%,5.04272
