date,dji_cr,dji_f_cr,dxy_cr,ixic_f_cr,bond_kor_10_cr,bond_kor_2_cr,kosdaq_cr,kospi_cr,krw_cr,ixic_cr,spx_f_cr,sox_cr,spx_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,vix_cr,wti_cr,spsy_cr,spny_cr,spxhc_cr,splrcd_cr,splrci_cr,splrcu_cr,splrcs_cr,splrct_cr,splrcl_cr,splrcm_cr,ixbk_cr,ixfn_cr,ixid_cr,ixis_cr,ixk_cr,ixtr_cr,ixut_cr,nbi_cr,bkx_cr,dji_cr_2,dji_f_cr_2,dxy_cr_2,ixic_f_cr_2,bond_kor_10_cr_2,bond_kor_2_cr_2,kosdaq_cr_2,kospi_cr_2,krw_cr_2,ixic_cr_2,spx_f_cr_2,sox_cr_2,spx_cr_2,bond_usa_10_cr_2,bond_usa_2_cr_2,bond_usa_3m_cr_2,vix_cr_2,wti_cr_2,spsy_cr_2,spny_cr_2,spxhc_cr_2,splrcd_cr_2,splrci_cr_2,splrcu_cr_2,splrcs_cr_2,splrct_cr_2,splrcl_cr_2,splrcm_cr_2,ixbk_cr_2,ixfn_cr_2,ixid_cr_2,ixis_cr_2,ixk_cr_2,ixtr_cr_2,ixut_cr_2,nbi_cr_2,bkx_cr_2
2022-02-14,-1.43%,-1.46%,0.55%,-3.13%,2.35%,3.26%,-2.04%,-0.87%,-0.03%,-2.78%,-1.96%,-4.83%,-1.90%,-6.13%,-7.56%,-8.80%,14.43%,3.58%,-1.45%,2.79%,-1.34%,-2.82%,-1.50%,0.01%,-0.31%,-3.01%,-2.54%,-1.52%,-0.74%,-1.39%,-2.74%,-1.81%,-3.32%,-2.20%,-1.51%,-0.95%,-1.37%,-2.879664260503026,-2.845038018012963,0.6063152983360484,-5.304806077834854,2.2313127556712553,3.165467625899273,-3.6363486454463043,-0.7634987801125277,0.45475482601231637,-4.825409709398194,-3.6753863797717217,-7.895240276107192,-3.6741527474396025,-1.3881748071979503,8.862704918032785,33.69175627240142,37.07415764179839,3.8367105414980838,-2.286464015227637,2.0967483075672195,-2.8908989527060207,-4.550147187798371,-3.132636475662397,-2.5980284687379913,-1.3366199972970134,-5.675132525771078,-3.9128130311692653,-2.0791530335830353,-0.9395830122981464,-3.208983774042514,-4.454115089001788,-2.5662099043254893,-5.7137618224089985,-3.6657367791629105,-3.3269038069577546,-3.32980082430819,-1.6886676711948194
2022-02-15,-0.49%,-0.45%,0.29%,0.09%,-1.02%,0.23%,-2.81%,-1.57%,-0.18%,-0.00%,-0.35%,0.15%,-0.38%,3.53%,5.56%,4.83%,3.55%,2.53%,-1.12%,-2.24%,-1.09%,0.58%,-0.40%,-0.80%,-0.29%,-0.03%,0.32%,-0.87%,-1.00%,-0.48%,0.41%,-1.09%,0.17%,0.55%,-0.39%,-1.88%,-1.02%,-1.9165366027599446,-1.9010216568485159,0.8456548708936448,-3.0474117406979118,-1.0237659963436938,0.23342670401493437,-4.788542224808057,-2.4333209292903493,-0.20919630280956397,-2.7825303359230404,-2.3012784880489163,-4.691613413159166,-2.273282327500085,-2.79001468428782,-2.4235645041014124,-4.400977995110015,18.485989562949925,6.208279930540931,-2.5574242075572657,0.4883446226233758,-2.417284340960176,-2.2581799149216017,-1.8980669850433558,-0.7882189101452522,-0.5958736519251377,-3.0377827993576743,-2.2233329156607433,-2.3763762254904752,-1.7360553210285739,-1.865375037399338,-2.335813782186758,-2.8756520487930333,-3.1496787905536836,-1.660302318635527,-1.8976802232086198,-2.819512727194084,-2.3842708524369596
2022-02-16,1.22%,1.26%,-0.38%,2.50%,0.11%,0.98%,-1.51%,-1.03%,-0.05%,2.53%,1.60%,5.47%,+1.58%,2.90%,0.46%,6.39%,-9.28%,-3.55%,1.38%,-1.39%,1.15%,2.08%,1.51%,-0.55%,0.18%,2.74%,1.26%,1.89%,2.44%,2.14%,2.20%,2.04%,2.80%,2.20%,1.67%,2.66%,1.89%,0.721920740974051,0.7999537932826986,-0.08327192101952911,2.591201151644956,-0.9140767824497225,1.2138188608776959,-4.273893999498736,-2.5901540878323748,-0.22676493147030605,2.527775893423503,1.2473069509014627,5.622166292901716,1.1865641916969787,6.517205422314923,6.043697478991588,11.528150134048252,-6.067250768934757,-1.106335978709154,0.24465364094746717,-3.59675313303894,0.03952353398923426,2.6722517801348644,1.1069437032338063,-1.341017952007062,-0.10577270194648064,2.701386660969582,1.586219151003126,1.0038806080925713,1.4210708765289919,1.6493774307617046,2.6231501384771985,0.9289943549923552,2.974076496257889,2.7611324315996177,1.2758766370933672,0.7215613398339714,0.8411694572263153
2022-02-17,-0.16%,-0.15%,-0.31%,-0.07%,-0.33%,-0.97%,4.55%,1.99%,-0.02%,-0.11%,0.12%,0.03%,+0.09%,-0.17%,-3.20%,-7.93%,-5.49%,1.73%,0.00%,0.76%,0.13%,0.27%,0.52%,0.18%,0.20%,-0.17%,-0.20%,0.65%,0.30%,0.53%,0.04%,1.03%,-0.23%,0.30%,-0.07%,-0.32%,0.25%,1.0649072092250598,1.1023759101853732,-0.6839264728960771,2.4345751771556867,-0.22164758034723986,0.0,2.973773970160987,0.931785457975816,-0.06598069020812845,2.415864378608491,1.729631315430132,5.503827455990468,1.666185788575703,2.719033232628401,-2.751241880015293,-2.0460358056266004,-14.260497772886014,-1.8856017595081511,1.382856939559281,-0.6352019400086019,1.2792054033095188,2.348759351339775,2.0399562240277103,-0.3735153405275317,0.3808817102668466,2.556502564797558,1.058315839035599,2.546958597972173,2.7539166472675047,2.6832185912006294,2.2450175471984566,3.0914452288722654,2.5569602511068905,2.510849959499296,1.605453569551506,2.332849784749521,2.1354021876451763
2022-02-18,-1.78%,-1.78%,0.11%,-2.98%,0.26%,-1.49%,-0.45%,0.53%,+0.18%,-2.88%,-2.14%,-3.74%,-2.12%,-3.51%,-3.71%,-4.70%,15.73%,-2.03%,-2.41%,-0.08%,-1.60%,-2.57%,-1.86%,0.06%,0.91%,-3.07%,-2.96%,-1.70%,-2.62%,-0.35%,-2.42%,-2.34%,-3.46%,-1.72%,-1.32%,-2.71%,-3.65%,-1.9343556310310106,-1.9281457712583085,-0.19792570239661536,-3.0442520277901366,-0.07380073800737195,-2.4446494464944615,4.083720888997794,2.5237824894181466,0.15625522243391476,-2.9918474293385633,-2.015903236644641,-3.7094305821398645,-2.0310574426255794,-3.6710719530102875,-6.789653860783567,-12.259615384615383,9.377431034505792,-0.33669768613149753,-2.4091194133431104,0.6751855999562326,-1.466164915023015,-2.310546140932591,-1.3479324318663508,0.23547692901916117,1.1073820198935218,-3.2337240015025115,-3.152287438072817,-1.063287934394046,-2.3294037868713735,0.17646699177208786,-2.3794172199129866,-1.3359033749219813,-3.6816024629396713,-1.4205413039781964,-1.3840664160433775,-3.018555151178121,-3.413718106660922
2022-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-21,-0.68%,-0.65%,0.23%,-1.19%,0.74%,1.18%,0.86%,0.02%,-0.25%,-1.23%,-0.71%,-1.12%,-0.72%,-2.11%,-0.05%,-1.92%,-1.28%,-0.75%,-0.12%,-0.79%,-0.82%,-0.70%,-0.91%,-0.32%,0.11%,-1.10%,-0.87%,-0.19%,0.25%,-1.47%,-1.21%,0.29%,-1.41%,-0.74%,-0.18%,-1.20%,-0.43%,-2.447710672710905,-2.4217382571518753,0.33961836045467514,-4.136986301369864,0.9996297667530595,-0.326036329762444,0.40539742180945965,0.5436567019674585,-0.07856050412443102,-4.078277167748917,-2.829977628635347,-4.820158545948512,-2.818764650805257,-5.539215686274509,-3.759004584151925,-6.52741514360314,14.244540774228037,-2.7653255028997563,-2.5258642511772678,-0.8703391415096745,-2.3998473770008797,-3.2556527023899937,-2.753405094886314,-0.2559037850440896,1.0211772261624672,-4.131659711938516,-3.8062004832987273,-1.8818774718413227,-2.383709275094493,-1.8129487419728665,-3.603705008151454,-2.0563945850954894,-4.812953058464112,-2.4438626879773246,-1.4921835140040112,-3.8791571557854856,-4.06265141022436
2022-02-22,,,,,1.69%,0.89%,0.29%,-0.03%,-0.16%,,,,,-2.78%,-2.25%,-3.63%,,,,,,,,,,,,,,,,,,,,,,,,,,2.437223042836035,2.0803782505909973,1.1473118474756374,-0.010569589671268857,-0.41297147576817245,,,,,-4.827235772357722,-2.298850574712632,-5.479452054794526,,,,,,,,,,,,,,,,,,,,,
2022-02-23,-1.42%,-1.42%,-0.01%,-0.95%,-2.05%,-2.41%,-1.83%,-1.35%,-0.15%,-1.23%,-1.00%,-0.83%,-1.01%,3.78%,8.70%,2.90%,3.82%,1.41%,-0.42%,-1.53%,-0.25%,-3.04%,-0.92%,-0.07%,-0.83%,-0.88%,-0.98%,-1.38%,-0.51%,-1.33%,-2.03%,-1.06%,-0.98%,-1.19%,-0.47%,-0.48%,-0.15%,-2.085046699180772,-2.062458005901084,0.2171123869373886,-2.13205316013343,-0.4032258064516173,-1.5420560747663512,-1.542461385509296,-1.3747387594277447,-0.3086342307981689,-2.443734376691995,-1.7030517773459823,-1.9438446619116811,-1.7240985694913187,0.8822003113648108,6.253402286336425,-0.8379888268156434,2.49021287937306,0.6429776854349823,-0.535447053809807,-2.3029507891284267,-1.0690470537465462,-3.7239399695087125,-1.829357647952715,-0.38956719344362567,-0.7242798404618929,-1.9717476135572836,-1.8419798373414245,-1.56564113462591,-0.26655658612627414,-2.7747584255679794,-3.2137187813931525,-0.7747735920013623,-2.369644861429678,-1.9146700039999613,-0.6409168799111286,-1.6694598106169436,-0.5733313917015174
2022-02-24,-1.38%,-1.37%,0.18%,-2.56%,0.26%,-0.62%,1.06%,0.47%,+0.05%,-2.57%,-1.81%,-2.33%,-1.84%,2.78%,2.82%,0.00%,7.67%,-0.27%,-1.77%,1.01%,-0.51%,-3.42%,-1.88%,-1.72%,-0.82%,-2.56%,-1.73%,-1.32%,-1.67%,-2.15%,-2.96%,-1.98%,-2.46%,-2.13%,-3.11%,-2.08%,-2.52%,-2.7800492190177515,-2.7670773664245596,0.17287742467778758,-3.490282937982281,-1.8024513338139807,-3.0106530801296874,-0.7825821781347186,-0.8845403855727647,-0.10388043696803238,-3.7686553608591624,-2.797283296880396,-3.1468840960740923,-2.836828877386537,6.673785371062467,11.771667246780353,2.898550724637684,11.7837854333826,1.1309967966930967,-2.1827319508373653,-0.5302786274642076,-0.763261165231454,-6.3558893712708135,-2.7832027409587163,-1.789922780629308,-1.65114715073627,-3.4212631065147985,-2.6888745468962925,-2.679450437851349,-2.16851085601047,-3.450645832983125,-4.9222339804220026,-3.0219753091382473,-3.4141848867647457,-3.2895326741511006,-3.5606276417776854,-2.548443105161557,-2.660345464775274
2022-02-25,0.28%,0.27%,0.97%,3.40%,-3.74%,-3.63%,-3.32%,-2.60%,+1.14%,3.34%,1.47%,3.70%,+1.50%,-1.40%,-1.74%,-9.30%,-2.26%,0.77%,-1.17%,-0.87%,0.46%,2.54%,1.24%,0.73%,-1.71%,3.47%,3.13%,-0.30%,-1.79%,2.34%,3.02%,0.34%,4.01%,1.95%,1.76%,2.10%,-2.13%,-1.1095799752858244,-1.1006711409395973,1.1529872729263655,0.7484085048060449,-3.496503496503504,-4.224015187470356,-2.292332044867249,-2.1423896718069755,1.187180132561445,0.6880407885291895,-0.37209302325581395,1.283937548153296,-0.37261251550616215,1.337448559670783,1.0374639769452445,-9.295774647887317,5.241236573665599,0.4981040520553556,-2.918399393244821,0.1361085757552882,-0.054709290117281185,-0.9624463863281817,-0.662478554006807,-0.9971329182872145,-2.5178892264344737,0.814764265129683,1.3466986529914282,-1.6155770103421987,-3.4282393957001744,0.1401304551114979,-0.027347153139100088,-1.6451237060069297,1.452476119375863,-0.2204658426184413,-1.4037966235878538,-0.030361831489920242,-4.591235975279425
2022-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-28,2.51%,2.53%,-0.51%,1.53%,1.87%,0.30%,2.92%,1.06%,-0.70%,1.64%,2.24%,1.57%,+2.24%,0.00%,-0.51%,8.07%,-9.00%,-1.31%,3.16%,2.74%,3.03%,1.89%,2.40%,3.14%,3.12%,1.37%,1.48%,3.58%,4.42%,1.21%,2.05%,3.04%,1.24%,1.98%,2.21%,1.52%,4.00%,2.797884063995899,2.8065081957297524,0.44808057137808016,4.982417175643161,-1.9456681350954617,-3.342884431709639,-0.495826717011585,-1.5726989248325396,0.4302103250477913,5.040309683836951,3.7423022264329706,5.334976827198299,3.7657082002129902,-1.4014014014014027,-2.235924265072236,-1.9718309859154948,-11.057383154607022,-0.5537482569815382,1.9534873021935604,1.8453691101744762,3.500105861670493,4.4779005410564325,3.670577852622207,3.894173219821029,1.3584740185811142,4.882225594503362,4.6547086357736704,3.264450191719636,2.5519792762237103,3.585401471457522,5.129447898172311,3.3895476542163268,5.3029095270610345,3.9725988758085196,4.012554418688706,3.645097636690294,1.789591415226089
2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-02,-0.49%,-0.45%,0.08%,0.33%,0.30%,-0.70%,0.93%,0.84%,+0.21%,0.41%,-0.27%,-0.67%,-0.25%,-3.82%,-3.48%,-3.85%,9.28%,4.51%,-1.45%,2.57%,-0.75%,0.60%,0.70%,0.43%,-1.31%,-0.16%,-0.00%,-1.18%,-0.59%,-0.03%,1.08%,-0.93%,0.32%,-0.01%,-0.80%,-0.37%,-1.31%,2.0129331122946867,2.0629750271444083,-0.4365781710914454,1.8723373787276696,0.29996250468691443,-0.6982543640897652,3.874038799393225,1.901988896247149,-0.4916877409726018,2.0618895936176065,1.9607843137254901,0.8934595009580937,1.9840511110592989,-7.512690355329944,-8.498439192202344,-7.471264367816083,-0.5606862731036413,3.135442019888215,1.6635372305916292,5.379796070155559,2.253605171884588,2.5025852931542656,3.1215597611591077,3.582415131094359,1.7641034570379632,1.2057060211939132,1.4769308620561055,2.362360303220243,3.812510504132077,1.1864880820023695,3.1547999033327923,2.084337265003656,1.5663722304187147,1.971288801728988,1.3949587487163648,1.1457950798647458,2.639428330682025
2022-03-03,1.79%,1.75%,0.01%,1.67%,-2.68%,-1.61%,1.63%,0.16%,-0.18%,1.62%,1.81%,3.37%,+1.86%,9.49%,13.60%,0.90%,-7.74%,6.95%,2.55%,2.22%,1.54%,1.94%,2.19%,1.21%,1.00%,2.19%,0.71%,2.24%,4.26%,1.35%,1.22%,2.06%,1.95%,2.50%,0.67%,0.78%,3.61%,-0.0036881205406876913,0.026595744680851064,0.7446182998792161,0.07906944053978071,-2.317757009345788,-1.6574585635359185,2.5739458224707374,0.9997164358402113,0.25330800253309593,0.0045023823567969,0.3147893772893773,-0.3898527516390096,0.2915091945429479,3.073545554335885,5.402771008842172,4.0372670807453455,1.9568827862447962,15.54533750904257,-1.2471642999505308,3.2788069215999185,0.9489894187978285,0.5768742245185454,0.6324703301618682,0.363901018922853,0.3907785917988343,0.15104967412063186,-0.5151970451982342,-0.126189893791826,-1.2210609833206738,0.012070416305094802,-0.28410506756557896,-0.8220815774113623,0.2360832753144501,0.28704104177965123,-0.6014872980263031,0.2224564240348242,-2.3255890658996328
2022-03-04,-0.29%,-0.33%,0.39%,-1.47%,1.30%,-0.05%,1.88%,1.61%,+0.20%,-1.56%,-0.51%,-2.24%,-0.53%,-2.02%,0.80%,8.96%,-0.85%,-2.65%,-0.30%,0.27%,0.49%,-2.29%,0.08%,1.72%,0.72%,-1.24%,-0.78%,0.12%,-0.42%,-0.82%,-2.20%,-0.42%,-1.42%,-0.60%,-0.41%,-1.64%,-0.85%,1.5008610892206695,1.4158174767787899,0.39525505946919126,0.17850130305951234,-1.4152700186219833,-1.658291457286428,3.5468237189125578,1.7746185025634866,0.01825241429662059,0.04049868808642183,1.2895730467615452,1.0563236176470632,1.3289954624198157,7.226107226107232,14.504389585052902,9.93975903614457,-8.523409899757723,4.1195187660522725,2.247898248125695,2.503382246986469,2.03605503818156,-0.39368396188941346,2.275110614961671,2.950411780790205,1.7234039489894333,0.9186813669211443,-0.07388333767265032,2.3585865050897574,3.82793547973503,0.517987186296493,-1.007626536147224,1.6327504204829986,0.5067355629972146,1.8821769085656332,0.2613957380447753,-0.8746614669963149,2.7276954674895086
2022-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-07,-0.53%,-0.46%,0.90%,-1.36%,0.57%,0.05%,-1.25%,-1.22%,+0.99%,-1.66%,-0.73%,-2.42%,-0.79%,-5.60%,-2.37%,-8.22%,4.92%,7.44%,-1.96%,2.85%,0.49%,-1.51%,-0.23%,2.19%,0.14%,-1.78%,-1.40%,-0.42%,-3.56%,-1.66%,-1.25%,-1.55%,-2.00%,-0.56%,-0.57%,-1.33%,-3.40%,-0.8159921882725889,-0.7858430086560902,1.2903649741139114,-2.8056252962761383,1.8752391886720219,0.0,0.61533415495125,0.36655589889411033,1.1877057083014697,-3.1891977797579165,-1.2437952872710676,-4.60282873986669,-1.3147036160618635,-7.507987220447274,-1.5853094656186024,0.0,4.033831425995028,4.5931301095301,-2.250458292530213,3.13308799517808,0.9806475617423748,-3.769836610465148,-0.14739523189379483,3.9506874886693257,0.8627523745047623,-3.0041815342135125,-2.16208979822339,-0.3063208903836273,-3.960515562843266,-2.4658318710797578,-3.4247790335810318,-1.9615248666515581,-3.394046144937905,-1.1606224501149023,-0.977005682064663,-2.946221557168017,-4.220078932564742
2022-03-08,-2.37%,-2.39%,0.63%,-3.75%,2.27%,5.93%,-2.16%,-2.29%,+1.21%,-3.62%,-2.98%,-4.91%,-2.95%,5.57%,9.01%,3.09%,13.98%,3.22%,-3.66%,1.57%,-1.71%,-4.80%,-2.69%,1.31%,-1.87%,-3.70%,-3.74%,-3.43%,-4.01%,-3.07%,-3.80%,-2.52%,-4.02%,-4.11%,-1.32%,-1.07%,-4.63%,-2.891821505177235,-2.833600094848539,1.5379715895145307,-5.058622287160115,2.2667170381564055,5.927835051546403,-3.3738193890048542,-3.486247827060693,2.2064800836139935,-5.222215834246505,-3.6875609336468425,-7.210999515558029,-3.721791501756613,2.302820955670686,4.456674944627157,1.492537313432837,19.586618472321355,10.894402857263925,-5.543030571252962,4.4638953914711195,-1.228655528731188,-6.237734151034344,-2.911404275344768,3.530285485735808,-1.7271458654125105,-5.415487741154655,-5.0887252267830245,-3.8378443169962506,-7.421936947853748,-4.6776838080962415,-5.006097881792136,-4.032719861172705,-5.945495204329776,-4.65001145483674,-1.8824612055575975,-2.385170212061818,-7.873467485730043
2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,-0.56%,-0.55%,-0.22%,-0.40%,0.55%,-1.17%,-1.29%,-1.09%,+0.11%,-0.28%,-0.71%,1.87%,-0.73%,3.58%,2.86%,10.29%,-3.62%,3.60%,-0.55%,1.39%,-2.11%,0.06%,-0.63%,-1.61%,-2.64%,-0.43%,-0.11%,-0.50%,0.63%,-0.79%,-0.05%,-0.05%,-0.23%,-0.83%,-1.19%,0.30%,0.63%,-2.9218086480460093,-2.921120805169282,0.4145131003970075,-4.138441807113568,2.833396297695511,4.690721649484546,-3.4207963253173204,-3.3547956494249838,1.3207934617438026,-3.8899834173979637,-3.6628343636258593,-3.131399578200935,-3.6556884360121695,9.328579916815212,12.12439588148771,13.705275924802917,9.849911103715513,6.932915475370701,-4.186844550237174,2.974730180792821,-3.7872627267956096,-4.745295940976752,-3.308890968698229,-0.31810256059149106,-4.457798432609749,-4.109812853679006,-3.8551476486853553,-3.9136623391723484,-3.3989491224983244,-3.8397877465285593,-3.849387576593039,-2.567481886188701,-4.246525420931438,-4.9066216960497355,-2.488836240079295,-0.7776941182854779,-4.023586141187745
2022-03-11,-0.34%,-0.34%,0.56%,-1.08%,0.33%,0.14%,2.18%,2.21%,+0.47%,-0.95%,-0.42%,-2.17%,-0.43%,2.15%,1.59%,3.94%,-6.84%,-2.47%,-0.80%,3.07%,-0.03%,1.16%,-0.12%,0.73%,-0.89%,-1.76%,-0.75%,0.18%,0.16%,-0.89%,0.29%,-0.48%,-1.71%,0.20%,-0.87%,-0.93%,-1.14%,1.6591660286455903,1.6870130666830254,-0.5813524603102856,2.404462199442225,0.14695077149155047,3.4958148695223894,0.8553258219068678,1.0941764306892063,-0.38102032378621076,2.613487981012686,2.1229385307346327,1.7168888538297704,2.131577559211833,8.315217391304348,6.346826586706642,5.600000000000005,-13.94819634755507,-14.292644091635138,2.7864701806033834,-0.20792001757562847,1.8691204434709219,4.125887529188953,1.692747439350789,-0.05598975474625082,-0.23838687479422754,2.156485505376077,2.6746808269049756,3.1956972384872313,3.4007491838252615,2.2589575690508705,3.021281613859161,2.025348239051487,2.5879755468094268,2.3475832864871546,0.9799201970995609,2.2069568654290053,2.963639151550013
2022-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,-0.69%,-0.68%,0.64%,-2.16%,-0.95%,-1.90%,0.30%,-0.71%,+0.67%,-2.18%,-1.31%,-2.08%,-1.30%,0.18%,2.56%,0.00%,1.72%,3.12%,-0.72%,-0.85%,-0.79%,-1.79%,-0.80%,-0.37%,-1.15%,-1.80%,-1.88%,-0.74%,0.02%,-1.73%,-2.24%,-0.74%,-2.42%,-1.12%,-0.43%,-1.75%,-1.10%,-1.0276273048180555,-1.0220952953554787,1.2015908532945512,-3.2235752379912266,-0.6256900993743064,-1.7627441638875827,2.4789122395358034,1.4826162446992233,1.1405165436216769,-3.1061724367660566,-1.7250453189871937,-4.205437610724759,-1.7197770858462536,2.3577652485904688,4.195261681685268,3.9370078740157513,-5.238831195594278,0.5795813252069166,-1.510161759390807,2.19151782117053,-0.8186263589018363,-0.653211643116596,-0.9176541942093003,0.3498337701986536,-2.0353430064610203,-3.525179567444322,-2.6165280107957165,-0.5606987911031387,0.18046325068771393,-2.6000009064039706,-1.9602048826887868,-1.220973683035413,-4.092887670787708,-0.9274932362642452,-1.2930935603873785,-2.668467103044243,-2.231783391356503
2022-03-15,0.00%,0.06%,-0.25%,-1.85%,1.60%,0.93%,-2.16%,-0.59%,+0.29%,-2.04%,-0.70%,-3.07%,-0.74%,5.04%,4.38%,9.96%,3.32%,-5.78%,1.25%,-2.89%,0.68%,-1.75%,0.32%,-0.11%,0.57%,-1.90%,-1.81%,-0.13%,0.53%,-0.64%,-1.99%,0.98%,-2.51%,-1.38%,-0.44%,-1.17%,1.73%,-0.6897918437333752,-0.6274131274131274,0.3806952086868401,-3.9783600765493894,1.5955473098330297,0.9313725490196141,-1.8715992181338146,-1.2935084292692933,0.9610767966277005,-4.179298611782051,-2.002466380879676,-5.093942669489847,-2.0286323341597354,7.260891337005497,6.815578465063001,7.070707070707062,5.094280313751598,-2.8390818733654317,0.5211387449001913,-3.7162927052187547,-0.11310312820418829,-3.5115160752478536,-0.4791990815515867,-0.47894895692929723,-0.5920880769198359,-3.6632683261723002,-3.6595184672594323,-0.8714960192097334,0.5490926667485868,-2.356052612827644,-4.193607108697664,0.22917528842365353,-4.870563642873614,-2.481529360312438,-0.8711122473351613,-2.8987681179974825,0.6046924190772388
2022-03-16,1.82%,1.78%,0.19%,3.11%,0.77%,0.73%,-0.14%,-0.91%,0.00%,2.92%,2.16%,4.36%,+2.14%,0.34%,-0.75%,9.43%,-6.11%,-6.38%,1.31%,-3.72%,1.93%,3.39%,1.55%,1.25%,2.21%,3.43%,2.24%,1.10%,0.11%,1.53%,3.05%,1.94%,3.41%,2.09%,1.61%,1.31%,0.77%,1.8217124533405393,1.8435839028094154,-0.06657345356986484,1.2018507372855853,2.3747680890538057,1.6666666666666572,-2.2978379478345223,-1.4936421407146008,0.2861577262586061,0.8160394024936473,1.4399619183624894,1.1478488307355286,1.3828666297204397,5.394801373222161,3.598612043877324,20.331950207468886,-2.991870166809578,-11.78999284164202,2.5731950427631163,-6.507616752408158,2.6248237707616413,1.5780120144033287,1.878936989255448,1.141410576120721,2.7921084802802993,1.4662713483635665,0.39163924800483635,0.9657875419837728,0.6430502974580855,0.8791742479834586,0.9926391876331199,2.935408505507599,0.8181877198413144,0.6847210687529227,1.1604440552903466,0.13349633372053596,2.5110012308042924
2022-03-17,1.55%,1.57%,-0.45%,3.73%,0.22%,-1.40%,2.36%,1.44%,-1.23%,3.77%,2.25%,5.03%,+2.24%,2.00%,5.25%,-1.08%,-10.59%,-1.45%,2.88%,-0.43%,1.22%,3.35%,1.32%,-0.17%,0.13%,3.32%,2.93%,1.58%,3.04%,3.38%,3.94%,1.10%,3.89%,4.86%,1.40%,3.69%,3.63%,3.393095146882593,3.384531325886352,-0.26092053034705764,6.956421754628033,0.9861212563915317,-0.6799417192812158,2.2190620899301017,0.5132983813530871,-1.232428424039221,6.798467054185194,4.458293384467881,9.600330380947499,4.429310514220813,2.3342670401494057,4.461126005361927,8.254716981132084,-16.05288104496528,-7.737113926240695,4.2292885493976495,-4.138215279564109,3.177166486314246,6.85234172319775,2.8902098548512845,1.0778978085438569,2.35172946528195,6.8632816624775685,5.236303165054011,2.70196081026688,3.1485191025343675,4.9548647346892825,7.1037190209953405,3.0551551736709963,7.436470548827464,7.045996326546564,3.032443329361127,5.051272879792306,4.431799033014894
2022-03-18,1.23%,1.18%,-0.66%,1.14%,-2.21%,-1.76%,2.50%,1.33%,-1.26%,1.33%,1.20%,0.73%,+1.23%,-1.14%,-1.66%,-13.73%,-3.75%,8.35%,1.23%,3.48%,1.61%,1.86%,1.34%,0.46%,0.59%,0.69%,0.93%,1.95%,-0.92%,1.52%,2.02%,1.06%,0.88%,1.01%,0.85%,2.21%,-0.12%,2.791594287924181,2.7704878921627105,-1.0992938743890128,4.906424814615199,-1.9934758970641435,-3.134040501446478,4.9252812863158555,2.783869711701303,-2.476987312795199,5.144642056227788,3.4784138901923978,5.795476415607454,3.5008035284871437,0.8375988832014795,3.5006212522284033,-14.655172413793105,-13.945691780260905,6.781419276197999,4.145544791414287,3.039961568667669,2.8506836993692675,5.277101735706997,2.6772943885837166,0.2863016320151577,0.73034214104297,4.0341970356137775,3.887506211320492,3.5614890182006214,2.091665004683801,4.9450326114374255,6.032689905302573,2.169835053375774,4.804443478573267,5.914840445982315,2.2584225557544264,5.9772102851742455,3.507234060471963
2022-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
